Group,PrivateCreator,Elem,Name,Action
0051,SIEMENS MR HEADER,0E,SliceOrientation,@keep()
0051,SIEMENS MR HEADER,0F,CoilString,@keep()
7FE1,SIEMENS MR IMA,10,DTI Data,@keep()
0021,SIEMENS MR MORPHO,D0,MorphoAlgoVersion,@keep()
0021,SIEMENS MR MORPHO,D1,NormativeRangePercentile,@keep()
0021,SIEMENS MR MORPHO,D2,Extrapolation,@keep()
0021,SIEMENS MR MORPHO,D3,LMBlendFactor,@keep()
0021,SIEMENS MR MORPHO,D4,DMBlendFactor,@keep()
0021,SIEMENS MR MORPHO,D5,NumberOfPhases,@keep()
0021,SIEMENS MR MRS 05,01,TransmitterReferenceAmplitude,@keep()
0021,SIEMENS MR MRS 05,02,HammingFilterWidth,@keep()
0021,SIEMENS MR MRS 05,03,CsiGridshiftVector,@keep()
0021,SIEMENS MR MRS 05,04,MixingTime,@keep()
0021,SIEMENS MR MRS 05,05,NumberOfRepetition,@keep()
0021,SIEMENS MR MRS 05,06,OriginalWaterReferencedSOPInstanceUID,@hashuid(@UIDROOT,this)
0021,SIEMENS MR MRS 05,07,OriginalSOPInstanceUID,@hashuid(@UIDROOT,this)
0021,SIEMENS MR MRS 05,40,SeriesProtocolInstance,@keep()
0021,SIEMENS MR MRS 05,41,SpectroResultType,@keep()
0021,SIEMENS MR MRS 05,42,SpectroResultExtendType,@keep()
0021,SIEMENS MR MRS 05,43,PostProcProtocol,@keep()
0021,SIEMENS MR MRS 05,44,RescanLevel,@keep()
0021,SIEMENS MR MRS 05,45,SpectroAlgoResult,@keep()
0021,SIEMENS MR MRS 05,46,SpectroDisplayParams,@keep()
0021,SIEMENS MR MRS 05,47,VoxelNumber,@keep()
0021,SIEMENS MR MRS 05,48,APRSequence,@keep()
0021,SIEMENS MR MRS 05,49,SyncData,@keep()
0021,SIEMENS MR MRS 05,4A,PostProcDetailedProtocol,@keep()
0021,SIEMENS MR MRS 05,4B,SpectroResultExtendTypeDetailed,@keep()
0021,SIEMENS MR N3D,30,BackGroundColorDRSequence,@keep()
0021,SIEMENS MR N3D,31,BackGroundColor,@keep()
0021,SIEMENS MR N3D,36,FieldMapDRSequence,@keep()
0021,SIEMENS MR N3D,37,Visible,@keep()
0021,SIEMENS MR N3D,38,TintingColor,@keep()
0021,SIEMENS MR N3D,39,TintingEnabled,@keep()
0021,SIEMENS MR N3D,41,FloatingMPRColorLUTDRSequence,@keep()
0021,SIEMENS MR N3D,42,RGBALUT,@keep()
0021,SIEMENS MR N3D,43,BlendFactor,@keep()
0021,SIEMENS MR N3D,44,RGBALUTDataSequence,@keep()
0021,SIEMENS MR N3D,45,ColorLUT,@keep()
0021,SIEMENS MR N3D,50,PwlVertexSequence,@keep()
0021,SIEMENS MR N3D,51,FloatingMPRRenderDRSequence,@keep()
0021,SIEMENS MR N3D,52,PrimaryShowHide,@keep()
0021,SIEMENS MR N3D,53,SecondaryShowHide,@keep()
0021,SIEMENS MR N3D,54,PrimaryShadingIndex,@keep()
0021,SIEMENS MR N3D,55,SecondaryShadingIndex,@keep()
0021,SIEMENS MR N3D,56,AlphaDependentFieldmap,@keep()
0021,SIEMENS MR N3D,57,VolumeFilter,@keep()
0021,SIEMENS MR N3D,58,BoundingBoxColor,@keep()
0021,SIEMENS MR N3D,59,SceneInteractionOn,@keep()
0021,SIEMENS MR N3D,60,ClipPlaneDRSequence,@keep()
0021,SIEMENS MR N3D,61,PlaneCenter,@keep()
0021,SIEMENS MR N3D,62,PlaneNormal,@keep()
0021,SIEMENS MR N3D,63,PlaneScale,@keep()
0021,SIEMENS MR N3D,64,PlaneEnableGLClip,@keep()
0021,SIEMENS MR N3D,65,PlaneHandleRatio,@keep()
0021,SIEMENS MR N3D,66,PlaneBoundingPoints,@keep()
0021,SIEMENS MR N3D,67,PlaneMotionMatrix,@keep()
0021,SIEMENS MR N3D,68,PlaneShiftVelocity,@keep()
0021,SIEMENS MR N3D,69,PlaneEnabled,@keep()
0021,SIEMENS MR N3D,70,SplitPlaneDRSequence,@keep()
0021,SIEMENS MR N3D,71,FloatingMPRDRSequence,@keep()
0021,SIEMENS MR N3D,72,OrthoMPRDRSequence,@keep()
0021,SIEMENS MR N3D,73,PlaneSingleSelectionMode,@keep()
0021,SIEMENS MR N3D,74,PlaneAlignment,@keep()
0021,SIEMENS MR N3D,75,PlaneSelected,@keep()
0021,SIEMENS MR N3D,76,ClusteringDRSequence,@keep()
0021,SIEMENS MR N3D,77,ClusterSize,@keep()
0021,SIEMENS MR N3D,78,ClusteringEnabled,@keep()
0021,SIEMENS MR N3D,79,ClusterMaskVolID,@keep()
0021,SIEMENS MR N3D,80,HeadMaskingDRSequence,@keep()
0021,SIEMENS MR N3D,81,MaskingRange,@keep()
0021,SIEMENS MR N3D,82,MaskEnabled,@keep()
0021,SIEMENS MR N3D,83,BrainMaskingDRSequence,@keep()
0021,SIEMENS MR N3D,84,MaskingStatusDRSequence,@keep()
0021,SIEMENS MR N3D,85,VRTMaskingDRSequence,@keep()
0021,SIEMENS MR N3D,86,OrthoMPRMaskingDRSequence,@keep()
0021,SIEMENS MR N3D,87,FloatingMPRMaskingDRSequence,@keep()
0021,SIEMENS MR N3D,88,AlignDRSequence,@keep()
0021,SIEMENS MR N3D,89,RegistrationMatrix,@keep()
0021,SIEMENS MR N3D,90,FunctionalEvaluationDRSequence,@keep()
0021,SIEMENS MR N3D,91,FrameAcquitionNumbers,@keep()
0021,SIEMENS MR N3D,92,ShowCursor,@keep()
0021,SIEMENS MR N3D,93,CurrentFrame,@keep()
0021,SIEMENS MR N3D,94,PlotArea,@keep()
0021,SIEMENS MR N3D,95,PlotTextPosition,@keep()
0021,SIEMENS MR N3D,96,BaseLinePoints,@keep()
0021,SIEMENS MR N3D,97,ActivePoints,@keep()
0021,SIEMENS MR N3D,98,ShowLabel,@keep()
0021,SIEMENS MR N3D,99,MeanPlot,@keep()
0021,SIEMENS MR N3D,3A,VolumeID,@keep()
0021,SIEMENS MR N3D,3B,VolumeIDAsBound,@keep()
0021,SIEMENS MR N3D,4A,OrthoMPRColorLUTDRSequence,@keep()
0021,SIEMENS MR N3D,4B,VRTColorLUTDRSequence,@keep()
0021,SIEMENS MR N3D,4C,PwlTransferFunctionSequence,@keep()
0021,SIEMENS MR N3D,4D,PwlTransferFunctionDataSequence,@keep()
0021,SIEMENS MR N3D,4E,PwlVertexIndex,@keep()
0021,SIEMENS MR N3D,5A,OrthoMPRRenderDRSequence,@keep()
0021,SIEMENS MR N3D,5B,VRTRenderDRSequence,@keep()
0021,SIEMENS MR N3D,6A,PlaneRotateVelocity,@keep()
0021,SIEMENS MR N3D,6B,PlaneShowGraphics,@keep()
0021,SIEMENS MR N3D,6C,Offset,@keep()
0021,SIEMENS MR N3D,6D,OrthoMPRAtBoundingBox,@keep()
0021,SIEMENS MR N3D,6E,PlaneMPRLocked,@keep()
0021,SIEMENS MR N3D,6F,PlaneScalingDisabled,@keep()
0021,SIEMENS MR N3D,9A,MotionPlot,@keep()
0021,SIEMENS MR N3D,9B,ActivateNormallizedCurve,@keep()
0021,SIEMENS MR N3D,9C,PlotSize,@keep()
0021,SIEMENS MR N3D,A0,PlotDRSequence,@keep()
0021,SIEMENS MR N3D,A1,Title,@keep()
0021,SIEMENS MR N3D,A2,AutoScale,@keep()
0021,SIEMENS MR N3D,A3,FixedScale,@keep()
0021,SIEMENS MR N3D,A4,BackgroundColor,@keep()
0021,SIEMENS MR N3D,A5,LabelX,@keep()
0021,SIEMENS MR N3D,A6,LabelY,@keep()
0021,SIEMENS MR N3D,A7,Legend,@keep()
0021,SIEMENS MR N3D,A8,ScrollBarX,@keep()
0021,SIEMENS MR N3D,A9,ScrollBarY,@keep()
0021,SIEMENS MR N3D,AA,ConnectScrollX,@keep()
0021,SIEMENS MR N3D,AB,PlotID,@keep()
0021,SIEMENS MR N3D,AC,PlotPosition,@keep()
0021,SIEMENS MR N3D,B0,CurveDRSequence,@keep()
0021,SIEMENS MR N3D,B1,CurveID,@keep()
0021,SIEMENS MR N3D,B2,Plotype,@keep()
0021,SIEMENS MR N3D,B3,CurveValues,@keep()
0021,SIEMENS MR N3D,B4,LineColor,@keep()
0021,SIEMENS MR N3D,B5,MarkerColor,@keep()
0021,SIEMENS MR N3D,B6,LineFilled,@keep()
0021,SIEMENS MR N3D,B7,Label,@keep()
0021,SIEMENS MR N3D,B8,ShowMarker,@keep()
0021,SIEMENS MR N3D,B9,MarkerShape,@keep()
0021,SIEMENS MR N3D,BA,SmoothingAlgo,@keep()
0021,SIEMENS MR N3D,BB,MarkerSize,@keep()
0021,SIEMENS MR N3D,BC,LineStyle,@keep()
0021,SIEMENS MR N3D,BD,LinePattern,@keep()
0021,SIEMENS MR N3D,BE,LineWidth,@keep()
0021,SIEMENS MR N3D,C0,VRTFilterDRSequence,@keep()
0021,SIEMENS MR N3D,C1,FilterType,@keep()
0021,SIEMENS MR N3D,C2,CurrentActivePlane,@keep()
7FE1,SIEMENS MR RAW DATA,10,DTI Raw Data,@keep()
0021,SIEMENS MR SDI 02,03,SliceMeasurementDuration        ,@keep()
0021,SIEMENS MR SDI 02,04,TimeAfterStart                  ,@keep()
0021,SIEMENS MR SDI 02,05,B_value                         ,@keep()
0021,SIEMENS MR SDI 02,06,ICE_Dims                        ,@keep()
0021,SIEMENS MR SDI 02,20,VoxelInPlaneRot                 ,@keep()
0021,SIEMENS MR SDI 02,21,DiffusionDirectionality,@keep()
0021,SIEMENS MR SDI 02,22,VoxelThickness                  ,@keep()
0021,SIEMENS MR SDI 02,23,B_matrix                        ,@keep()
0021,SIEMENS MR SDI 02,24,MultistepIndex                  ,@keep()
0021,SIEMENS MR SDI 02,25,Comp_AdjustedParam              ,@keep()
0021,SIEMENS MR SDI 02,26,Comp_Algorithm                  ,@keep()
0021,SIEMENS MR SDI 02,27,VoxelNormalCor                  ,@keep()
0021,SIEMENS MR SDI 02,29,FlowEncodingDirectionString     ,@keep()
0021,SIEMENS MR SDI 02,30,CsiImageOrientationPatient      ,@keep()
0021,SIEMENS MR SDI 02,32,CsiSliceLocation                ,@keep()
0021,SIEMENS MR SDI 02,33,EchoColumnPosition              ,@keep()
0021,SIEMENS MR SDI 02,34,FlowVenc                        ,@keep()
0021,SIEMENS MR SDI 02,35,MeasuredFourierLines            ,@keep()
0021,SIEMENS MR SDI 02,36,LQAlgorithm                     ,@keep()
0021,SIEMENS MR SDI 02,37,VoxelPositionCor                ,@keep()
0021,SIEMENS MR SDI 02,38,Filter2                         ,@keep()
0021,SIEMENS MR SDI 02,39,FMRIStimulLevel                 ,@keep()
0021,SIEMENS MR SDI 02,40,VoxelPhaseFOV                   ,@keep()
0021,SIEMENS MR SDI 02,41,GSWDDataType                    ,@keep()
0021,SIEMENS MR SDI 02,42,RealDwellTime                   ,@keep()
0021,SIEMENS MR SDI 02,44,Comp_Blended                    ,@keep()
0021,SIEMENS MR SDI 02,45,ImaAbsTablePosition             ,@keep()
0021,SIEMENS MR SDI 02,46,DiffusionGradientDirection      ,@keep()
0021,SIEMENS MR SDI 02,47,FlowEncodingDirection           ,@keep()
0021,SIEMENS MR SDI 02,48,EchoPartitionPosition           ,@keep()
0021,SIEMENS MR SDI 02,49,EchoLinePosition                ,@keep()
0021,SIEMENS MR SDI 02,50,CsiPixelSpacing                 ,@keep()
0021,SIEMENS MR SDI 02,51,SequenceMask                    ,@keep()
0021,SIEMENS MR SDI 02,52,ImageGroup                      ,@keep()
0021,SIEMENS MR SDI 02,53,BandwidthPerPixelPhaseEncode    ,@keep()
0021,SIEMENS MR SDI 02,54,NonPlanarImage                  ,@keep()
0021,SIEMENS MR SDI 02,55,PixelFileName                   ,@keep()
0021,SIEMENS MR SDI 02,56,ImaPATModeText                  ,@keep()
0021,SIEMENS MR SDI 02,57,CsiImagePositionPatient         ,@keep()
0021,SIEMENS MR SDI 02,58,AcquisitionMatrixText           ,@keep()
0021,SIEMENS MR SDI 02,59,ImaRelTablePosition             ,@keep()
0021,SIEMENS MR SDI 02,60,TransmittingCoil                ,@keep()
0021,SIEMENS MR SDI 02,61,NumberOfAverages                ,@keep()
0021,SIEMENS MR SDI 02,62,MosaicRefAcqTimes,@keep()
0021,SIEMENS MR SDI 02,63,AutoInlineImageFilterEnabled    ,@keep()
0021,SIEMENS MR SDI 02,65,QCData                          ,@keep()
0021,SIEMENS MR SDI 02,66,ExamLandmarks                   ,@keep()
0021,SIEMENS MR SDI 02,67,ExamDataRole                    ,@keep()
0021,SIEMENS MR SDI 02,68,MRDiffusion                     ,@keep()
0021,SIEMENS MR SDI 02,69,RealWorldValueMapping           ,@keep()
0021,SIEMENS MR SDI 02,70,DataSetInfo                     ,@keep()
0021,SIEMENS MR SDI 02,71,UsedChannelString               ,@keep()
0021,SIEMENS MR SDI 02,72,PhaseContrastN4                 ,@keep()
0021,SIEMENS MR SDI 02,73,MRVelocityEncoding              ,@keep()
0021,SIEMENS MR SDI 02,74,VelocityEncodingDirectionN4     ,@keep()
0021,SIEMENS MR SDI 02,75,ImageType4MF                    ,@keep()
0021,SIEMENS MR SDI 02,76,ImageHistory                    ,@keep()
0021,SIEMENS MR SDI 02,77,SequenceInfo                    ,@keep()
0021,SIEMENS MR SDI 02,78,ImageTypeVisible                ,@keep()
0021,SIEMENS MR SDI 02,79,DistortionCorrectionType        ,@keep()
0021,SIEMENS MR SDI 02,80,ImageFilterType                 ,@keep()
0021,SIEMENS MR SDI 02,82,Distorcor_IntensityCorrection,@keep()
0021,SIEMENS MR SDI 02,84,UserDefinedImage,@keep()
0021,SIEMENS MR SDI 02,85,FmriResultSequence,@keep()
0021,SIEMENS MR SDI 02,86,MR_ASL,@keep()
0021,SIEMENS MR SDI 02,87,VolumetricProperties4MF,@keep()
0021,SIEMENS MR SDI 02,88,SliceCenterDistancefromIsoCenter,@keep()
0021,SIEMENS MR SDI 02,89,FrameInversionTime              ,@keep()
0021,SIEMENS MR SDI 02,1A,RFSWDDataType                   ,@keep()
0021,SIEMENS MR SDI 02,1B,MoCoQMeasure                    ,@keep()
0021,SIEMENS MR SDI 02,1C,PhaseEncodingDirectionPositive  ,@keep()
0021,SIEMENS MR SDI 02,1D,PixelFile                       ,@keep()
0021,SIEMENS MR SDI 02,1F,FMRIStimulInfo                  ,@keep()
0021,SIEMENS MR SDI 02,2A,VoxelNormalSag                  ,@keep()
0021,SIEMENS MR SDI 02,2B,VoxelPositionSag                ,@keep()
0021,SIEMENS MR SDI 02,2C,VoxelNormalTra                  ,@keep()
0021,SIEMENS MR SDI 02,2D,VoxelPositionTra                ,@keep()
0021,SIEMENS MR SDI 02,2E,UsedChannelMask                 ,@keep()
0021,SIEMENS MR SDI 02,2F,RepetitionTimeEffective         ,@keep()
0021,SIEMENS MR SDI 02,3A,VoxelReadoutFOV                 ,@keep()
0021,SIEMENS MR SDI 02,3B,NormalizeManipulated            ,@keep()
0021,SIEMENS MR SDI 02,3C,RBMoCoRot                       ,@keep()
0021,SIEMENS MR SDI 02,3D,Comp_ManualAdjusted             ,@keep()
0021,SIEMENS MR SDI 02,3F,SpectrumTextRegionLabel         ,@keep()
0021,SIEMENS MR SDI 02,4B,Comp_AutoParam                  ,@keep()
0021,SIEMENS MR SDI 02,4C,OriginalImageNumber             ,@keep()
0021,SIEMENS MR SDI 02,4D,OriginalSeriesNumber            ,@keep()
0021,SIEMENS MR SDI 02,4E,Actual3DImaPartNumber           ,@keep()
0021,SIEMENS MR SDI 02,4F,ImaCoilString                   ,@keep()
0021,SIEMENS MR SDI 02,5A,RBMoCoTrans                     ,@keep()
0021,SIEMENS MR SDI 02,5B,SlicePosition_PCS               ,@keep()
0021,SIEMENS MR SDI 02,5C,CsiSliceThickness               ,@keep()
0021,SIEMENS MR SDI 02,5E,ProtocolSliceNumber             ,@keep()
0021,SIEMENS MR SDI 02,5F,Filter1                         ,@keep()
0021,SIEMENS MR SDI 02,8A,FrameNumberInSeries,@keep()
0021,SIEMENS MR SDI 02,8B,SlicePositionText,@keep()
0021,SIEMENS MR SDI 02,8C,MorphoQCThreshold,@keep()
0021,SIEMENS MR SDI 02,8D,MorphoQCIndex,@keep()
0021,SIEMENS MR SDI 02,FE,Siemens MR SDI Sequence,@keep()
0021,SIEMENS MR SDI 02 ,01,NumberOfImagesInMosaic,@keep()
0021,SIEMENS MR SDI 02 ,02,SliceNormalVector               ,@keep()
0021,SIEMENS MR SDI 02 ,8E,DICOM_Dims,@keep()
0021,SIEMENS MR SDI PHOENIXZIP,01,MR Protocol Data,@keep()
0021,SIEMENS MR SDR 01,01,Creator Identifier,@keep()
0021,SIEMENS MR SDR 01,02,Application Identifier,@keep()
0021,SIEMENS MR SDS 01,03,MrProtocol                ,@keep()
0021,SIEMENS MR SDS 01,04,SliceArrayConcatenations  ,@keep()
0021,SIEMENS MR SDS 01,05,RelTablePosition          ,@keep()
0021,SIEMENS MR SDS 01,06,CoilForGradient           ,@keep()
0021,SIEMENS MR SDS 01,07,LongModelName             ,@keep()
0021,SIEMENS MR SDS 01,08,GradientMode              ,@keep()
0021,SIEMENS MR SDS 01,09,PATModeText               ,@keep()
0021,SIEMENS MR SDS 01,10,MrProtocolVersion         ,@keep()
0021,SIEMENS MR SDS 01,11,PhaseGradientAmplitude    ,@keep()
0021,SIEMENS MR SDS 01,12,ReadoutOS                 ,@keep()
0021,SIEMENS MR SDS 01,13,t_puls_max                ,@keep()
0021,SIEMENS MR SDS 01,14,NumberOfPrescans          ,@keep()
0021,SIEMENS MR SDS 01,15,MeasurementIndex          ,@keep()
0021,SIEMENS MR SDS 01,16,dBdt_thresh               ,@keep()
0021,SIEMENS MR SDS 01,17,SelectionGradientAmplitude,@keep()
0021,SIEMENS MR SDS 01,18,RFSWDMostCriticalAspect   ,@keep()
0021,SIEMENS MR SDS 01,19,MrPhoenixProtocol         ,@keep()
0021,SIEMENS MR SDS 01,20,RepresentativeImage       ,@keep()
0021,SIEMENS MR SDS 01,22,SequenceFileOwner         ,@keep()
0021,SIEMENS MR SDS 01,23,RfWatchdogMask            ,@keep()
0021,SIEMENS MR SDS 01,24,PostProcProtocol          ,@keep()
0021,SIEMENS MR SDS 01,25,TablePositionOrigin       ,@keep()
0021,SIEMENS MR SDS 01,26,MiscSequenceParam         ,@keep()
0021,SIEMENS MR SDS 01,27,Isocentered               ,@keep()
0021,SIEMENS MR SDS 01,30,ReadoutGradientAmplitude  ,@keep()
0021,SIEMENS MR SDS 01,31,AbsTablePosition          ,@keep()
0021,SIEMENS MR SDS 01,32,RFSWDOperationMode        ,@keep()
0021,SIEMENS MR SDS 01,33,CoilForGradient2          ,@keep()
0021,SIEMENS MR SDS 01,34,Stim_faktor               ,@keep()
0021,SIEMENS MR SDS 01,35,Stim_max_ges_norm_online  ,@keep()
0021,SIEMENS MR SDS 01,36,dBdt_max                  ,@keep()
0021,SIEMENS MR SDS 01,37,FlowCompensation          ,@keep()
0021,SIEMENS MR SDS 01,38,TransmitterCalibration    ,@keep()
0021,SIEMENS MR SDS 01,39,MrEvaProtocol             ,@keep()
0021,SIEMENS MR SDS 01,40,FmriModelParameters       ,@keep()
0021,SIEMENS MR SDS 01,41,FmriModelInfo             ,@keep()
0021,SIEMENS MR SDS 01,42,FmriExternalParameters    ,@keep()
0021,SIEMENS MR SDS 01,43,FmriExternalInfo          ,@keep()
0021,SIEMENS MR SDS 01,44,B1rms                     ,@keep()
0021,SIEMENS MR SDS 01,45,B1rmsSupervision          ,@keep()
0021,SIEMENS MR SDS 01,46,TalesReferencePower       ,@keep()
0021,SIEMENS MR SDS 01,47,SafetyStandard            ,@keep()
0021,SIEMENS MR SDS 01,48,DICOMImageFlavor          ,@keep()
0021,SIEMENS MR SDS 01,49,DICOMAcquisitionContrast  ,@keep()
0021,SIEMENS MR SDS 01,50,RFEchoTrainLength         ,@keep()
0021,SIEMENS MR SDS 01,51,GradientEchoTrainLength   ,@keep()
0021,SIEMENS MR SDS 01,53,Laterality4MF             ,@keep()
0021,SIEMENS MR SDS 01,54,FmriAcquisitionDescriptionSequence,@keep()
0021,SIEMENS MR SDS 01,55,ArterialSpinLabelingContrast,@keep()
0021,SIEMENS MR SDS 01,56,ConfigFileInfo,@keep()
0021,SIEMENS MR SDS 01,57,UserDefinedSeries,@keep()
0021,SIEMENS MR SDS 01,58,AASpineModelVerificationStatus,@keep()
0021,SIEMENS MR SDS 01,59,AASpineModelData              ,@keep()
0021,SIEMENS MR SDS 01,61,ExtendedPositionInfo,@keep()
0021,SIEMENS MR SDS 01,62,RFPulseAmplitude,@keep()
0021,SIEMENS MR SDS 01,0A,SW_korr_faktor            ,@keep()
0021,SIEMENS MR SDS 01,0B,RfPowerErrorIndicator     ,@keep()
0021,SIEMENS MR SDS 01,0C,PositivePCSDirections     ,@keep()
0021,SIEMENS MR SDS 01,0D,ProtocolChangeHistory     ,@keep()
0021,SIEMENS MR SDS 01,0E,DataFileName              ,@keep()
0021,SIEMENS MR SDS 01,0F,Stim_lim                  ,@keep()
0021,SIEMENS MR SDS 01,1A,CoilString                ,@keep()
0021,SIEMENS MR SDS 01,1B,SliceResolution           ,@keep()
0021,SIEMENS MR SDS 01,1C,Stim_max_online           ,@keep()
0021,SIEMENS MR SDS 01,1D,Operation_mode_flag       ,@keep()
0021,SIEMENS MR SDS 01,1E,AutoAlignMatrix           ,@keep()
0021,SIEMENS MR SDS 01,1F,CoilTuningReflection      ,@keep()
0021,SIEMENS MR SDS 01,2A,CoilId                    ,@keep()
0021,SIEMENS MR SDS 01,2B,PatReinPattern            ,@keep()
0021,SIEMENS MR SDS 01,2C,Sed                       ,@keep()
0021,SIEMENS MR SDS 01,2D,SARMostCriticalAspect     ,@keep()
0021,SIEMENS MR SDS 01,2E,Stim_mon_mode             ,@keep()
0021,SIEMENS MR SDS 01,2F,GradientDelayTime         ,@keep()
0021,SIEMENS MR SDS 01,3B,dBdt_limit                ,@keep()
0021,SIEMENS MR SDS 01,3C,VFModelInfo               ,@keep()
0021,SIEMENS MR SDS 01,3D,PhaseSliceOversampling    ,@keep()
0021,SIEMENS MR SDS 01,3E,VFSettings                ,@keep()
0021,SIEMENS MR SDS 01,3F,AutoAlignData             ,@keep()
0021,SIEMENS MR SDS 01,5A,Scanning Sequence         ,@keep()
0021,SIEMENS MR SDS 01,5B,Sequence Variant          ,@keep()
0021,SIEMENS MR SDS 01,5C,Measurement Options       ,@keep()
0021,SIEMENS MR SDS 01,5D,ScanRegionPositionIso,@keep()
0021,SIEMENS MR SDS 01,5E,FieldOfViewText,@keep()
0021,SIEMENS MR SDS 01,5F,RelTablePositionText,@keep()
0021,SIEMENS MR SDS 01,FE,Siemens MR SDS Sequence   ,@keep()
0021,SIEMENS MR SDS 01 ,01,UsedPatientWeight         ,@keep()
0021,SIEMENS MR SDS 01 ,02,SarWholeBody              ,@keep()
0021,SIEMENS MR WIPF 01 ,01,WIP Identifier,@keep()
0021,SIEMENS MR WIPF 01 ,02,WIP Version,@keep()
0021,SIEMENS MR WIPF 01 ,03,WIP Data,@keep()
0021,SIEMENS MR WIPF 01 ,FE,WIP Sequence,@keep()
0021,SIEMENS MR WIPS 01 ,01,WIP Shared Identifier,@keep()
0021,SIEMENS MR WIPS 01 ,02,WIP Shared Version,@keep()
0021,SIEMENS MR WIPS 01 ,03,WIP Shared Data,@keep()
0021,SIEMENS MR WIPS 01 ,FE,WIP Shared Sequence,@keep()
2005,,100E,Philips MR Imaging DD 005 Shared Sequence,@process()
2005,,100F,Philips MR Imaging DD 005 Per Frame Sequence,@process()
